#===============================================================================
#   Lip Height Numerical Energy  Relative Error Analytical Energy Analyt. Enrgy. Error
#===============================================================================
 -0.06453800 0.000000001481978   0.00105009 0.000000001483496   0.00102344
 -0.06475200 0.000000001481975   0.00105197 0.000000001483496   0.00102523
 -0.06496600 0.000000001481970   0.00105492 0.000000001483496   0.00102809
 -0.06518000 0.000000001481967   0.00105739 0.000000001483495   0.00103048
 -0.06539400 0.000000001481962   0.00106078 0.000000001483495   0.00103378
 -0.06560800 0.000000001481958   0.00106358 0.000000001483495   0.00103649
 -0.06582200 0.000000001481951   0.00106812 0.000000001483495   0.00104094
 -0.06603600 0.000000001481946   0.00107107 0.000000001483495   0.00104381
 -0.06625000 0.000000001481940   0.00107561 0.000000001483495   0.00104826
 -0.06646400 0.000000001481936   0.00107841 0.000000001483495   0.00105097
 -0.06667800 0.000000001481931   0.00108183 0.000000001483495   0.00105431
 -0.06689200 0.000000001481927   0.00108433 0.000000001483494   0.00105672
 -0.06710600 0.000000001481925   0.00108557 0.000000001483494   0.00105787
 -0.06732000 0.000000001481921   0.00108820 0.000000001483494   0.00106041
